artist_id,genre
113298,Rap/Hip Hop
113383,Classique
113387,Films/Jeux vidéo
113443,Films/Jeux vidéo
113465,Films/Jeux vidéo
113488,Pop
113504,Electro
113508,Dance
113572,Musique asiatique
113685,Pop
113700,Pop
113766,Country
113813,Latino
113853,Latino
113998,Folk
114025,Jeunesse
114067,Musique africaine
114083,Latino
114176,Electro
114236,Pop
114279,Films/Jeux vidéo
114342,Jazz
114387,Classique
114452,Rap/Hip Hop
114466,Pop
114476,Musique africaine
114640,Folk
114654,Soul & Funk
114828,Pop
114939,Rap/Hip Hop
115009,Musique indienne
115306,Rap/Hip Hop
115375,Pop
115650,Dance
115711,Pop
115715,Pop
115783,Pop
115847,Rock
115871,Metal
115965,Pop
115976,Rap/Hip Hop
115997,Musique brésilienne
116016,Folk
116073,Electro
116159,Rock
116163,Rock
116299,Pop
116315,Jazz
116584,Reggae
116599,Electro
116813,Pop
116819,Pop
116858,Alternative
116880,Films/Jeux vidéo
116937,Musique asiatique
117061,Electro
117260,Pop
117299,Livres audio
117465,Alternative
117700,Rap/Hip Hop
117703,Pop
117720,Rap/Hip Hop
117830,Pop
118023,Rap/Hip Hop
118126,Electro
118195,Alternative
118247,Jazz
118474,Rap/Hip Hop
118936,Electro
118995,Pop
119065,Pop
119249,Classique
119283,Rock
119284,Reggae
119425,Pop
119533,Pop
119619,Pop
119770,Jazz
119939,Pop
120034,Pop
120280,Classique
120718,Alternative
120772,Livres audio
121265,Classique
121610,Musique indienne
121712,Jazz
121716,Films/Jeux vidéo
121732,Pop
121803,Rap/Hip Hop
121823,R&B
121845,R&B
122176,Pop
122201,Pop
122212,Latino
122227,Pop
122250,Rock
122261,Soul
122292,Jazz
122338,Pop
122346,Pop
122475,Rap/Hip Hop
122643,Folk
122649,Jazz
122690,Latino
122790,Films/Jeux vidéo
122874,Folk
122908,Electro
122997,Chanson française
123356,Pop
123395,Latino
123462,Alternative
123502,Rock
123606,Livres audio
123747,R&B
123767,Rap/Hip Hop
123814,Pop
123836,Electro
123871,Latino
123885,Pop
123886,Reggae
123896,Electro
123964,Classique
123986,Metal
124083,Musique arabe
124383,Pop
124454,Rap/Hip Hop
124524,Pop
124619,Electro
124810,Musique asiatique
124878,Musique brésilienne
124920,Pop
125154,Pop
125175,Pop
125178,Latino
125182,Latino
125215,Classique
125313,Dance
125322,Pop
125331,Classique
125354,Pop
125459,Musique indienne
125508,Folk
125764,Films/Jeux vidéo
125770,Classique
125876,Rap/Hip Hop
125902,Rock
125964,Latino
126164,Jazz
126174,Alternative
126180,Musiques de films
126223,Latino
126227,Jeunesse
126338,Musique asiatique
126400,Rock
126434,Pop
126453,Musique asiatique
126481,Metal
126538,Rap/Hip Hop
126551,Folk
126683,Pop
126763,Alternative
126785,Country
126839,Classique
126866,Dance
126887,Jazz
126957,Rap/Hip Hop
127065,Musique arabe
127122,Rock
127240,Rock
127355,Reggae
127522,Pop
127833,Pop
128088,Musique africaine
128112,Classique
128228,Electro
128283,Pop
128389,Pop
128479,Jazz
128941,Rap/Hip Hop
129007,Classique
129217,Folk
129380,Rock
129471,Musique asiatique
129745,Jeunesse
129784,Musique asiatique
129840,Musique asiatique
129846,Musique indienne
129876,Musique asiatique
130008,Electro
130096,Electro
130172,Dance
130181,Electro
130182,Electro
130321,Pop
130345,Classique
130358,Pop
130369,Pop
130416,Rock
130618,Electro
