dz_artist_id,sc_artist_id,mbz_artist_id
4546723,1978392,NA
5258443,2808119,NA
194922,82493,NA
250404,494474,NA
98502,798889,NA
9306,986348,NA
241669631,1226327,NA
143005,583110,NA
288903,922400,NA
9981788,2853000,NA
7247634,4644945,NA
8837270,740334,NA
6306880,1166652,NA
1503398,2748830,NA
11191208,883922,NA
1463471,1112641,NA
6045312,1130754,NA
246731,1169423,NA
4929417,1227035,NA
6646690,1240391,NA
5521832,1430966,NA
380482,607694,NA
156407502,800299,NA
7112513,1805054,NA
484,4151174,NA
369833,1360136,NA
290105,575926,NA
53926492,1009878,NA
4481266,1241711,NA
12540976,3712824,NA
14179017,4147538,NA
11499420,5009842,NA
84231,56424,NA
3196491,1113624,NA
198042977,1215001,NA
476906,1240392,NA
999465,1772090,NA
12522,2029809,NA
5224326,864488,NA
10373382,3130031,NA
1393386,919899,NA
5337325,1485885,NA
94646302,6721070,NA
3377521,501012,NA
1244020,780143,NA
52957662,829943,NA
1666109,850095,NA
77567,1112065,NA
10313130,3188033,NA
13008429,3965080,NA
6813345,4238129,NA
6764339,15612,NA
5859938,1267934,NA
74853452,1277574,NA
69692182,5241697,NA
78965772,8073156,NA
1678505,823787,NA
52070612,1950328,NA
208753207,3143896,NA
1120013,4798755,6447e410-1dfc-4945-9e63-e3176cb34e05
232516791,576368,NA
4035528,1225697,NA
11556733,3508093,NA
14496873,4673264,NA
289876,4708594,NA
128232952,5709995,NA
5334026,6590125,NA
5923,578734,NA
1418592,754469,NA
10155052,2994719,NA
9629892,3985744,NA
74701182,5244594,NA
1640253,577492,NA
1545639,1059505,NA
110684,1175099,NA
6296034,1354874,NA
86898312,2105092,NA
4832845,13,NA
68388302,1064991,NA
1598337,1140105,NA
1500559,1199843,NA
5440149,1211771,NA
6762929,8225730,NA
76258,53870,NA
1000990,834333,NA
457896,892826,NA
110691352,1139697,NA
4803631,1289689,NA
804165,1786622,NA
1046460,1950318,NA
4803637,2239274,NA
4462194,2895230,NA
10978300,3191409,NA
10010176,3930218,NA
4481678,5220435,NA
4803636,5793779,NA
4803632,5793780,NA
4803633,5793781,NA
4435341,5793782,NA
4803635,5793783,NA
4465863,5793784,NA
4803634,5793785,NA
4803638,5793786,NA
4435339,5793787,NA
163526747,5793788,NA
6760551,8872086,NA
2253871,732735,NA
243278091,753783,NA
5883751,5474062,NA
76703422,5712859,NA
10532135,5841872,NA
5015794,81134,NA
4663557,704697,NA
14034,727717,NA
4048,756137,NA
259880,762068,NA
153114,774591,NA
106763772,894478,NA
4485032,1124837,NA
14541649,1211497,NA
246484382,1248505,NA
1685637,1786635,NA
9422536,3309166,NA
13914831,3716822,NA
10688453,4298662,NA
296718,609718,NA
6094002,884072,NA
9751624,2815102,NA
12926,1206798,NA
1446091,1218718,NA
114782212,1821568,NA
7124379,2021936,NA
7044549,2682546,NA
286170,3124629,NA
79100,3366377,NA
83773462,4802045,NA
10779604,4946017,NA
72355612,5117260,NA
115521782,2134323,NA
4937855,2265433,NA
4073180,2375508,NA
5862347,3427545,NA
192742,3631151,NA
49712952,4706908,NA
10284448,4808921,NA
2930701,4811357,NA
80689462,6237608,NA
604086,704648,NA
57234142,823945,NA
1644013,1126439,NA
4674701,1585745,NA
13286723,1958572,NA
106310322,5368288,NA
8982366,712460,NA
336479,829495,NA
4584504,918974,NA
6590044,1076315,NA
7793652,2711115,NA
4566138,5727723,NA
16700,583416,NA
7090975,944573,NA
280116,1063131,NA
1555179,1471700,NA
387060,1559745,NA
74028822,5509260,NA
5212466,1124858,NA
5624112,1518394,NA
5250660,1697306,NA
143553562,1832615,NA
4022877,9367905,NA
16972,72094,NA
12577,677316,NA
242089,1183148,NA
4250257,1232749,NA
6229902,1639756,NA
51149632,4776669,NA
4642130,4888201,NA
5332295,5444151,NA
276586571,6771349,NA
6263782,52547,NA
2339801,811469,NA
656827,850436,NA
5363285,921594,NA
14484105,1093338,NA
4564857,1202890,NA
196137957,6600947,NA
11874,854724,NA
4551690,1580068,NA
5271821,1585744,NA
4879938,1585746,NA
4549420,1912760,NA
4933383,1959631,NA
7582872,1992338,NA
7582874,1992339,NA
10373610,3040706,NA
9591296,3083084,NA
5571774,3573532,NA
7406340,4728528,NA
14795147,4822694,NA
15034285,5768761,NA
14947,565268,NA
16303,580778,NA
163298677,701220,NA
71448952,861850,NA
621720,899294,NA
1418699,1143322,NA
195489,1280318,NA
5344916,1475720,NA
1356549,3510832,NA
12456930,3694380,NA
14130681,4129218,NA
52163882,4858552,NA
10903614,6501436,NA
1999341,505687,NA
60118062,743001,NA
66538,838332,NA
1316419,918949,NA
4333872,1151274,NA
8372096,1218656,NA
4391006,1270447,NA
4850954,1760812,NA
10507817,1817929,NA
119447,2256559,NA
51911042,4912089,NA
5811815,8265093,NA
765860,765978,NA
1206014,877622,NA
1054758,1218030,NA
1253618,1304494,NA
4461433,1362936,NA
7846688,2253500,NA
13651523,3977825,NA
13651525,3977826,NA
3635451,894480,NA
101762682,1125366,NA
5322156,1487844,NA
6797231,1516552,NA
1389785,1827040,NA
136398522,5675816,NA
15061447,5899099,NA
1977,610590,NA
1481555,666077,NA
8655468,703346,NA
4628,913167,NA
4373325,1125233,NA
4593010,1167978,NA
82672942,1794934,NA
4521458,2056040,NA
647031,2260083,NA
13587189,2834198,NA
12130222,4850752,NA
14667391,6788235,NA
14678409,662767,NA
4247731,773085,NA
9840882,1084777,NA
4549496,1362927,NA
166796337,3712461,NA
13485379,3878614,NA
14579255,4295354,NA
358208,4941555,NA
11409132,5259151,NA
9460356,5400632,NA
5006111,6998751,NA
299513,678496,NA
1873,713483,NA
222067615,943556,NA
5164184,1210055,NA
7466374,1555945,NA
14578227,3619635,NA
11425140,3898609,NA
112272,1068806,NA
222438785,1258372,NA
356740,1316735,NA
1379562,1316739,NA
14880225,4295260,NA
1420557,4840984,NA
158191542,5893955,NA
303909,6466901,NA
4407878,9397815,NA
339642,769890,NA
3599891,800705,NA
380252,1111468,NA
13783531,1130690,NA
6284728,1132751,NA
300010,1222996,NA
5232524,1324924,NA
6975217,3995976,NA
11496302,5262480,NA
649491,564328,NA
259903,762072,NA
170596,1251084,NA
5478681,1472885,NA
14273365,1478133,NA
14273367,1478134,NA
1446090,1480074,NA
4334785,2447703,NA
5376591,3480576,NA
10355150,3609830,NA
10466601,3977578,NA
9593792,5095331,NA
5619264,5606738,NA
1056523,5982226,NA
66644392,859563,NA
616150,980331,NA
5812427,1912098,NA
1614457,2797651,NA
5235956,3726789,NA
6704,4399352,NA
14985489,4726590,NA
115982312,5496301,NA
8658242,65746,NA
12433,566681,NA
110750,585035,NA
6212564,884562,NA
115613722,892391,NA
4250263,1140438,NA
91250992,1280903,NA
134246,1516255,NA
4516917,2050730,NA
76591832,2266763,NA
11016144,2742910,NA
10623039,3854710,NA
91293212,5490099,NA
16977,72096,NA
4826220,449142,NA
6834783,563223,NA
331769,781649,NA
6711901,791904,NA
62656,837272,NA
90881,838711,NA
1450530,847522,NA
14766,927459,NA
4014401,1145172,NA
8184356,1221112,NA
151891,1633280,NA
5896693,1898758,NA
11023172,2113287,NA
7185982,2680237,NA
9414142,2832111,NA
176693,2832112,NA
13513555,4714873,NA
4432591,5901754,NA
195760897,6657959,NA
5148,586756,NA
57248,611468,NA
56066,795603,NA
476893,1141407,NA
2334231,1869573,NA
4032576,2529510,NA
11552323,3409243,NA
11738883,4169526,NA
70570,5181858,NA
51836382,5358108,NA
4493526,5426155,NA
88714102,5493603,NA
5319680,28398,NA
76464,658048,NA
69321,704693,NA
4055756,825836,NA
88965,828984,NA
1557802,1288409,NA
1547486,1842904,NA
10802206,3117555,NA
10802204,3117556,NA
232584481,4733706,NA
197587707,4941344,NA
77120262,6623276,NA
10236,639576,NA
1237938,745733,NA
412825,816366,NA
293276,816515,NA
4798595,1114843,NA
1091801,1203639,NA
7889364,1228519,NA
6874823,1784948,NA
11016134,2742909,NA
9845846,2800280,NA
10714325,2994763,NA
12264062,3566455,NA
8461348,3885780,NA
88178102,5668312,NA
5444030,5932814,NA
4846123,31309,NA
5304720,571754,NA
437168,597684,NA
270670,618897,NA
1231818,655233,NA
309378,787276,NA
497661,1050941,NA
9166558,1202768,NA
4806812,1210054,NA
5334336,1354929,NA
7357456,1886447,NA
4468123,2076730,NA
4599243,2261572,NA
11814761,2515377,NA
7892392,2807766,NA
7488552,5085913,NA
14865145,5258518,NA
12768535,5420398,NA
11235,26764,NA
5086271,53633,NA
4927858,58721,NA
315935,725630,NA
789255,857844,NA
4446241,886379,NA
1497857,895029,NA
6086900,944591,NA
5333982,1208677,NA
6093502,2370953,NA
10835632,3241990,NA
1141087,3297570,NA
12142012,3472218,NA
242134911,5190024,NA
5636966,5306016,NA
6389700,6780334,NA
222445425,6972975,NA
5335777,583417,NA
1692376,876902,NA
5312382,1117958,NA
10702085,1928595,NA
9821068,3712464,NA
56950642,4899415,NA
256365172,5110552,NA
59965882,5125714,NA
477249,102862,NA
6686197,239452,NA
5217315,599064,NA
74487,647536,NA
5578098,653728,NA
362326,667507,NA
1330235,1004943,NA
4892374,1024116,NA
6512395,1679819,NA
5596582,1764518,NA
153778592,1950325,NA
13132281,3828672,NA
8201646,4860147,NA
14510513,5006988,NA
12077274,5326062,NA
158978552,6728019,NA
166409,2410,NA
2005231,561998,NA
5012960,1176338,NA
543983,1203020,NA
9835298,2831478,NA
52049262,4798753,NA
1622417,5668889,NA
1042517,8129493,NA
4028197,874374,NA
310130,899832,NA
5904394,901249,NA
4498713,985566,NA
80137,990047,NA
613843,1020546,NA
3340441,1720971,NA
10476757,2023184,NA
113229392,2893073,NA
4085123,3116038,NA
10727397,3219943,NA
11310442,3317291,NA
4011721,3612880,NA
4455622,4053924,NA
12591058,4459871,NA
13612907,4775507,NA
126959422,5538219,NA
271793,568746,NA
13705,587719,NA
3697601,597829,NA
79760,737922,NA
5477156,779783,NA
1193610,781787,NA
77405,811258,NA
1603626,893062,NA
6093972,913465,NA
12473646,961235,NA
203635,1022347,NA
3786471,1059401,NA
869342,1163819,NA
12503288,1166752,NA
3612481,1201739,NA
4529486,1248510,NA
9014424,1647154,NA
10313318,3231284,NA
11051716,3245361,NA
12114916,3536292,NA
12373990,3927119,NA
7606188,4546379,NA
54248382,4846043,NA
193833457,4849443,NA
1084240,4927240,NA
53949972,6130389,NA
6650676,576780,NA
16414,577143,NA
1639008,590891,NA
10484665,601202,NA
1518712,601482,NA
1332337,657698,NA
2016031,689367,NA
66803,689773,NA
340017,690863,NA
500764,707236,NA
600248,847257,NA
425145,852914,NA
4840205,1060907,NA
5376886,1113522,NA
4669130,1207556,NA
1033780,1224837,NA
4437326,1306879,NA
4465814,1360137,NA
2746261,1679875,NA
4676221,1679876,NA
125392102,1824461,NA
4525261,1947186,NA
1394527,2062840,NA
9134356,3009529,NA
113714722,4732311,NA
84146892,5505705,NA
12276848,6767877,NA
380785,613050,NA
8462744,613052,NA
1585226,1006439,NA
4683400,1034680,NA
5396827,1111488,NA
4910771,1115629,NA
51352642,1202483,NA
5028411,1205372,NA
4498767,1208685,NA
4896862,1247198,NA
5189938,1325422,NA
5399266,1347108,NA
6569939,2236533,NA
1636759,2259797,NA
5324750,2290631,NA
5938050,3522806,NA
14118089,3586847,NA
61369102,3666045,NA
12722529,3694538,NA
12407264,4798751,NA
13134405,4943645,NA
5052514,5671170,NA
3477831,596544,NA
991450,657692,NA
79012,708024,NA
91747,889891,NA
567573,1016112,NA
1664356,1060017,NA
1021417,1139721,NA
87020812,1258565,NA
5598206,1426952,NA
1824501,2404416,NA
297629,2661408,NA
10173250,2989749,NA
54547492,3025583,NA
6138114,3243229,NA
54547482,3583560,NA
14968041,3982643,NA
10062654,4141279,NA
5303032,5073633,NA
87188782,5486624,NA
147509262,6672851,NA
151816422,6770438,NA
2944,567069,NA
807786,588403,NA
143993,608655,NA
51352672,612253,NA
1624250,641965,NA
439956,644672,NA
306661,658008,NA
7355116,680217,NA
4858890,766402,NA
101803,833248,NA
1503695,1084879,NA
3373971,1163951,NA
794137,1183133,NA
5091679,1215491,NA
4499932,1320010,NA
6559073,1600573,NA
7850518,1638726,NA
4992769,1663909,NA
4568397,1705714,NA
244119332,1724116,NA
9746918,1760824,NA
6861181,2303420,NA
171241497,3282760,NA
4977137,3980611,NA
148963712,4825939,NA
4440480,4845801,NA
63005502,5028453,NA
401557,5161950,NA
12659953,5322304,NA
64575512,5375723,NA
5724889,5426157,NA
105045942,5779933,NA
4559346,15730,NA
1886511,62606,NA
5084176,79187,NA
153751,569959,NA
73115,588731,NA
6299750,737094,NA
3892731,789621,NA
249166732,816906,NA
4341751,844925,NA
444426,864804,NA
482215,881735,NA
10233472,1004860,NA
5270048,1178385,NA
1093930,1207549,NA
7315008,1872462,NA
8002874,1980478,NA
4559322,2137176,NA
11582715,2362692,NA
4878737,2537664,NA
10066182,2898885,NA
8736578,3137242,NA
10019168,3184232,NA
14626563,3502809,NA
10677807,3798525,NA
171928327,4703158,NA
13153273,4733671,NA
51316982,5243717,NA
79655302,5253084,NA
8997334,5426156,NA
58678822,5785693,NA
276249221,6103428,NA
64826,52954,NA
7733306,620183,NA
15565,627477,NA
5453756,627572,NA
1400319,781699,NA
3384,828685,NA
5972604,848412,NA
200660,859597,NA
884731,882810,NA
877,891057,NA
84736,1060469,NA
