art_id,lang,nb_songs
5452854,en,2
6333,en,2
440147,en,2
630,id,2
5179221,it,2
6865,en,2
66322,de,2
10617075,en,2
4867800,en,2
132433,en,2
171251,en,2
291971,sw,2
5138,en,2
7943012,en,2
5161150,en,2
1709917,en,2
132310782,fr,2
2358311,en,2
110750,pt,2
1545092,en,2
13629819,en,2
1478488,fr,2
331451,pl,2
1397456,en,2
1594043,fi,2
986224,pt,2
76903742,en,2
886008,en,2
11786,es,2
60235382,en,2
174066,en,2
1271651,en,2
5126387,en,2
385076,pt,2
4718997,sw,2
568,ru,2
96113032,en,2
49361542,en,2
161721,id,2
10440,en,2
299693,it,2
617,it,2
98798,en,2
4499398,en,2
112759572,en,2
883664,en,2
250333,en,2
89063,fr,2
275043,sw,2
7081197,ja,2
16500,es,2
6217960,en,2
6762255,en,2
372712,en,2
4379870,it,2
152007,fr,2
3554,fr,2
5346,en,2
4548447,es,2
1605746,it,2
433769,en,2
9968,en,2
80541932,sw,2
11701025,es,2
2639,fr,2
259928,fr,2
5885,sw,2
50657232,en,2
5886866,fr,2
6004106,es,2
184490,nl,2
346561,es,2
78002,en,2
10553089,es,2
8851650,fr,2
14228983,en,2
15295,da,2
58641,it,2
5116762,en,2
4100127,fr,2
12663137,fr,2
5248513,tr,2
167362,en,2
406846,en,2
1821631,en,2
13918547,fr,2
121382522,no,2
1406577,ru,2
5366212,fr,2
13921,en,2
79335142,fr,2
816002,en,2
164226,en,2
330573,pt,2
12422,ru,2
186,so,2
5771799,ar,2
79664,en,2
51853172,en,2
368,fr,2
186190,es,2
87261,it,2
8894370,en,2
260199,en,2
53616322,en,2
1381231,en,2
242586,fr,2
380802,en,2
71423,it,2
13628349,ja,2
1602638,es,2
8259784,es,2
11318932,tl,2
142823,fr,2
12807857,en,2
183896,en,2
7539608,en,2
7078,fr,2
2157,fr,2
53673792,es,2
4057634,en,2
1188758,de,2
77255,en,2
794408,so,2
3819791,en,2
194208,th,2
3440,en,2
83363,en,2
382883,en,2
131760,en,2
75668,fr,2
2206,fr,2
10801076,no,2
71820492,fr,2
196537497,fr,2
181192,pt,2
13099141,it,2
15301169,pl,2
133108,fr,2
1612733,es,2
76714,fr,2
807493,ru,2
3209,en,2
4419201,fr,2
372748,es,2
156214,en,2
63433402,en,2
14032,en,2
8824,ru,2
1286026,pt,2
4025502,en,2
152365,pt,2
304339,fr,2
55680,fr,2
10865944,pt,2
506244,en,2
1365091,fr,2
450323,es,2
4028123,en,2
282,de,2
118643972,fr,2
167189,fr,2
7402432,en,2
85860812,en,2
6408354,en,2
506832,ja,2
345933,pl,2
247949,en,2
121121,en,2
805433,pt,2
7698046,en,2
2279,pt,2
4706965,en,2
184490,so,2
190301077,es,2
4920567,en,2
9889,es,2
62359,fr,2
4577395,sv,2
4327576,en,2
38,hi,2
16396,pt,2
641,fr,2
4933703,en,2
383393,en,2
270966,en,2
104610,fr,2
183726,en,2
6193178,en,2
1180600,hu,2
70567,nl,2
449284,so,2
7201052,en,2
160859272,fr,2
5355896,en,2
128543,ru,2
7536448,sw,2
183596,en,2
312023,id,2
1125003,en,2
7384,it,2
446167,fr,2
162,pt,2
2955541,zh,2
4320492,fr,2
8378,it,2
891171,fr,2
115323762,en,2
14789699,en,2
985302,it,2
142346462,en,2
77187,fr,2
607,ro,2
294193,de,2
1017023,en,2
264622,en,2
57433,es,2
259073,en,2
263574,it,2
809,en,2
209989,en,2
5913957,en,2
271510,en,2
1039561,en,2
129733,en,2
4051073,en,2
56458,de,2
270616,it,2
61494,ar,2
62975,cs,2
12279216,en,2
243000,en,2
6529489,de,2
132603,es,2
8452,en,2
587,id,2
1094,en,2
13022651,en,2
13090,tr,2
12834649,fr,2
4655602,pt,2
11005004,es,2
9414316,pl,2
6430950,hr,2
4496633,fr,2
71312,de,2
464642,en,2
116520,sv,2
342453,ar,2
2982451,fi,2
362677,it,2
179145,en,2
371669,so,2
1455958,en,2
276470,ja,2
184755,fr,2
1364634,pt,2
192742,en,2
418687,en,2
201366,pt,2
11070746,en,2
80624,es,2
1387909,en,2
4407901,en,2
4435620,en,2
11490,es,2
5422795,es,2
160728,it,2
149029,en,2
126102502,en,2
409887,es,2
1043467,en,2
90782152,ru,2
156993,es,2
17008,so,2
9370,ja,2
7421264,en,2
416,pt,2
399990,es,2
312386,fr,2
111,en,2
141242112,en,2
4894323,pt,2
179540,en,2
8751440,en,2
399709,pl,2
9470614,en,2
255202,es,2
72409632,sv,2
1524799,pt,2
4748338,en,2
1279975,en,2
11112460,en,2
1200846,en,2
10201188,de,2
54213952,ru,2
97847462,fr,2
17027,sw,2
4409194,ar,2
259607,fr,2
10749694,en,2
13660697,fr,2
81287882,af,2
437992,en,2
4046806,pt,2
57639152,en,2
4055614,en,2
205555,en,2
11287848,en,2
163968,pt,2
259377,en,2
130986,es,2
9547378,en,2
184490,sv,2
267624,en,2
85267,tl,2
243585,es,2
12875,en,2
16722,en,2
383539,et,2
995691,en,2
6563443,fr,2
1419679,en,2
102889,en,2
468976,no,2
1611139,en,2
311222,fr,2
5555422,en,2
8344300,en,2
8723522,es,2
6926,de,2
5278078,en,2
300323,es,2
263667,en,2
4812469,en,2
116580,en,2
1175285,sk,2
1048667,no,2
465,es,2
1207758,en,2
7694944,it,2
8701,fr,2
4770123,fr,2
142592,it,2
10951172,en,2
270981,en,2
609,fr,2
1678947,en,2
363472,fr,2
4642130,it,2
1446128,sw,2
291583,fr,2
275639,sv,2
78018802,en,2
2715,en,2
75434,es,2
4846106,it,2
270962,es,2
12295392,en,2
70444,fr,2
157687,en,2
5095592,en,2
68152,fr,2
381829,pt,2
7403388,sw,2
64223202,en,2
72409262,en,2
4681,pt,2
3625991,it,2
1704856,fr,2
200341,de,2
997012,en,2
53673792,it,2
1299843,en,2
827425,es,2
12341704,en,2
4650264,en,2
1371193,af,2
11388906,sw,2
79760,fr,2
91591,en,2
242082,en,2
1249646,en,2
79501,en,2
4995578,en,2
5413446,en,2
4683326,en,2
251375,pt,2
9718572,en,2
5456,it,2
157992,it,2
79069262,fr,2
167891,de,2
85360022,pt,2
5334666,en,2
74624,es,2
286540,en,2
7761066,it,2
1160421,en,2
114757,en,2
10082712,de,2
7762,en,2
130227,en,2
6268,fr,2
4343429,en,2
5887,en,2
1205339,it,2
56722,en,2
364207,en,2
14695417,en,2
5237739,pt,2
198436,fr,2
5362695,es,2
139680162,fr,2
8665326,en,2
210024,en,2
16077,hi,2
2937711,es,2
6923267,en,2
160413,tr,2
7118683,en,2
1196215,sw,2
5537133,en,2
15005995,de,2
246952,fr,2
205271,pt,2
4603255,en,2
76584,en,2
8617,en,2
1533735,it,2
1234,en,2
178264737,en,2
5987772,sw,2
3976641,ru,2
2812,hu,2
8069,en,2
153127,en,2
1572132,no,2
244739,es,2
131403902,fr,2
262271,nl,2
164975,en,2
7012,en,2
1857981,en,2
577718,id,2
409796,fr,2
409890,it,2
55643122,fr,2
243716,en,2
16966,pt,2
2506,es,2
307703,en,2
12826,id,2
13488,fr,2
55688,fr,2
62043932,en,2
258301,en,2
3788,sw,2
174028,en,2
9449,fr,2
244580,fr,2
11304392,en,2
4475981,en,2
1417867,en,2
4588873,fr,2
423868,pt,2
507750,it,2
1019,en,2
13863639,en,2
260041,en,2
120794172,ro,2
78533802,fr,2
407955,en,2
17036,fr,2
201018,en,2
142823,it,2
58638,ru,2
1700498,en,2
1177384,en,2
107629732,en,2
300683,en,2
81160,en,2
14598903,en,2
71716,en,2
13074077,en,2
8658,fr,2
14212043,sv,2
111509,en,2
246392,ar,2
204412,es,2
17005,en,2
69986,es,2
90680,fr,2
118428,en,2
57806692,en,2
12150832,sw,2
3443,fr,2
183230,id,2
9669416,fr,2
1413118,es,2
133298,en,2
537535,fr,2
8407394,ar,2
967,en,2
2047,sw,2
5787180,en,2
1600289,de,2
5091,sw,2
73157372,en,2
12798511,es,2
117326,es,2
15148,en,2
1921841,de,2
12200248,en,2
443,en,2
116082572,fr,2
7103297,en,2
1429270,en,2
5651669,id,2
27,cs,2
1592590,es,2
403659,nl,2
76210,en,2
152333,es,2
297034,es,2
66641482,fr,2
9898,pt,2
299395,en,2
6774323,en,2
9545430,en,2
310158,en,2
251454,fr,2
1410017,ru,2
13269621,it,2
74999,fr,2
3641491,zh,2
10082442,en,2
643,hi,2
12846449,fr,2
2164,tr,2
74531522,ar,2
303183,en,2
1492615,ja,2
77240,de,2
79711,it,2
53194762,no,2
89183232,en,2
57949,fr,2
12597231,da,2
500056,en,2
10092238,en,2
2877311,so,2
170,it,2
308,tl,2
1697739,no,2
484,sv,2
8785546,en,2
10112010,en,2
375436,en,2
6266,en,2
152947,en,2
242125,sw,2
378313,es,2
241629,es,2
51008822,en,2
16446,fr,2
300291,en,2
406857,es,2
197012,en,2
179935,pt,2
73369,id,2
4502961,en,2
288370,fr,2
110610,pt,2
362057,no,2
14037469,en,2
7446,de,2
11122456,de,2
74418,en,2
13265231,en,2
82844,en,2
7883196,en,2
70649872,en,2
1589206,pt,2
810503,fr,2
2608,fr,2
14719483,fr,2
13942213,en,2
1570681,es,2
146900,fr,2
4063377,ru,2
5145890,ru,2
188402247,ro,2
5843066,en,2
55288,en,2
95163,it,2
1631344,fr,2
1525,sw,2
2499401,sw,2
6973233,en,2
176550277,fr,2
2584831,en,2
4038255,es,2
2903,en,2
525914,hu,2
172278,en,2
181089,en,2
209030007,en,2
94841,fr,2
9331188,en,2
2851,pt,2
179629237,fr,2
587186,en,2
161219,id,2
5213089,en,2
3407251,en,2
8428,en,2
699,en,2
16030,en,2
297806,it,2
8880,pt,3
5932721,en,3
1387559,en,3
5636775,sw,3
899073,es,3
85579,es,3
5887613,en,3
118985,fr,3
7187,it,3
13049087,it,3
1037102,en,3
54926,fr,3
4352,ru,3
6978053,en,3
49244632,es,3
215729,fr,3
3720661,en,3
10232378,fr,3
5523850,en,3
1706803,fr,3
5279,en,3
8718954,en,3
3950691,en,3
10433448,es,3
88718982,en,3
76969,en,3
91228742,en,3
273719,pt,3
7961408,en,3
276825,es,3
113482,en,3
10876958,en,3
377239,en,3
99422,it,3
294379,en,3
493,is,3
2603641,de,3
83770,fr,3
268595,pt,3
4106348,pt,3
14123171,en,3
4787081,en,3
1080,sw,3
1289306,es,3
6599948,es,3
1952201,en,3
8850904,en,3
67491,de,3
1097887,pt,3
61577122,en,3
261889,en,3
70476,it,3
1244502,vi,3
6859697,pt,3
192790,en,3
13566145,ar,3
2655081,en,3
98089,es,3
110269,ru,3
151273,en,3
54338,es,3
1296363,en,3
98097,pt,3
83949,en,3
616316,en,3
1273520,pt,3
1653490,de,3
12821235,en,3
5291127,en,3
854,de,3
6921083,en,3
6997,it,3
64890,en,3
157736,en,3
1003703,en,3
243379,ru,3
4059105,en,3
5863859,es,3
11227090,en,3
250709,fr,3
1371256,en,3
158471052,en,3
12027908,en,3
86142982,fr,3
66148,tr,3
6606894,en,3
454591,en,3
455782,en,3
282473,en,3
5820174,it,3
8238326,fr,3
93291,en,3
1377696,fr,3
11653875,en,3
391564,en,3
8071,de,3
6549069,en,3
1385179,en,3
240828,en,3
3109301,es,3
1278628,fr,3
256790,fr,3
5225623,en,3
13854033,en,3
13834103,en,3
90401,fr,3
4870719,pt,3
16565,af,3
11563,fr,3
4858365,en,3
12875147,en,3
280760,ar,3
6923267,es,3
12526126,ar,3
261264,fr,3
277048,en,3
7210378,en,3
7360,es,3
191505,ro,3
215336,en,3
5640022,en,3
12019926,en,3
807629,es,3
80440,fr,3
90567,no,3
522179,en,3
4848035,fr,3
456300,it,3
132521,es,3
1381019,de,3
70523,en,3
6167636,en,3
4682,en,3
1453,de,3
13143283,ar,3
68321212,en,3
7883196,it,3
394788,en,3
142956,en,3
288507,it,3
1270219,es,3
65047932,fr,3
288313,en,3
9820340,en,3
94331,en,3
6514553,fr,3
12519864,en,3
523102,fr,3
17204,en,3
12588946,en,3
363893,en,3
5070170,en,3
98371,id,3
6666336,de,3
7839058,en,3
65738632,en,3
806,id,3
11949,en,3
12366990,en,3
70070,it,3
8529968,en,3
7734694,en,3
457569,en,3
14890,en,3
4422353,fr,3
74607,en,3
279672,da,3
318950,en,3
355741,fr,3
123962,sw,3
1877,fr,3
401911,en,3
70075,en,3
123180,en,3
3900921,en,3
310557,af,3
9180,en,3
67356,en,3
52953172,ja,3
9516878,et,3
5561975,no,3
3744641,tl,3
71312,it,3
161219,ru,3
103327,en,3
1855,fr,3
72668572,it,3
62652722,en,3
6794,en,3
990,it,3
2211431,fr,3
12530994,en,3
2674231,en,3
124329,en,3
9766852,no,3
7081,id,3
3482151,en,3
116974,en,3
59578902,no,3
77362,en,3
233389,ja,3
1209488,en,3
77770,en,3
6923575,en,3
3108,zh,3
451603,it,3
7053407,en,3
131799,en,3
5651472,es,3
138690,sk,3
245212,en,3
15853,es,3
1437775,en,3
1194445,en,3
112031,en,3
1121098,en,3
10671895,en,3
10504527,es,3
6724,en,3
2207,de,3
486021,en,3
13096155,fr,3
1113913,en,3
479589,ru,3
129956142,en,3
1904601,en,3
1382510,fr,3
164448,de,3
290531,en,3
11582899,en,3
1676038,ar,3
6032806,en,3
1492821,zh,3
10617,en,3
69993,en,3
52955432,en,3
7621412,en,3
5606840,en,3
101529,en,3
5361605,en,3
13796715,fr,3
144013,pt,3
54992,en,3
91228912,en,3
2632,en,3
1077473,sw,3
1001193,fr,3
10240,en,3
7678,ru,3
14597993,en,3
64002,en,3
171328,ar,3
1376656,en,3
14289,en,3
6108690,en,3
10792804,en,3
4861,en,3
116064,en,3
342871,hi,3
7852146,en,3
11591317,fr,3
5746308,sw,3
14235001,ar,3
1489505,fr,3
1707747,en,3
11795151,fr,3
6782323,fr,3
5506308,en,3
83968162,es,3
7124379,en,3
2600591,es,3
4470177,fr,3
5061199,so,3
179981,en,3
12366,hr,3
58732,ru,3
15909,ru,3
6889407,pt,3
9788926,pt,3
75773772,en,3
11189572,es,3
1221400,pt,3
132606,en,3
1288677,en,3
69542,en,3
464567,en,3
289099,fr,3
362057,it,3
291834,sv,3
74550,en,3
8763,en,3
304894,en,3
10742,en,3
52898882,en,3
2022491,en,3
9326448,en,3
97426,es,3
10283,fr,3
14289057,en,3
70609,af,3
7838,en,3
603995,it,3
162654,fr,3
394138,en,3
13465127,en,3
127317622,en,3
259184,en,3
582431,es,3
466115,en,3
3207521,de,3
8853362,en,3
92032,fr,3
354078,es,3
4273285,en,3
4446653,fr,3
3756,tr,3
292277,en,3
9513,en,3
9341814,ru,3
54996,ja,3
1072535,en,3
6761929,en,3
252408,it,3
14438329,en,3
283692,es,3
13916659,fr,3
241393,en,3
95581,it,3
275662,en,3
1666391,tl,3
2722271,en,3
1699718,en,3
80722,en,3
6936535,en,3
171989,en,3
1389331,it,3
54264,id,3
9019,en,3
159401,fr,3
71191,en,3
126379,pt,3
65832,en,3
83610062,en,3
5304639,ru,3
87920,en,3
114782212,fr,3
1079222,en,3
67976792,en,3
74005232,en,3
5537,es,3
180272,en,3
308,es,3
464313,th,3
5212296,en,3
144340,no,3
323155,en,3
14599,pt,3
4864138,de,3
167258,en,3
15909,es,3
14121611,es,3
340158,pt,3
61479,en,3
11136626,fr,3
13362347,fr,3
56339552,fr,3
1075596,fr,3
89987,ru,3
1273,en,3
639831,en,3
274929,en,3
367754,vi,3
180912,en,3
1358151,fr,3
70625832,en,3
877059,sw,3
9360516,en,3
70526,de,3
87608662,en,3
118644032,en,3
158599,it,3
79292342,fr,3
2210371,en,3
8910768,fr,3
541712,es,3
154344,en,3
298411,en,3
639,pt,3
6157,pl,3
71373,fr,3
1300181,en,3
71542,en,3
244264,it,3
154176,es,3
190550177,fr,3
307256,en,3
309379,it,3
70472,en,3
207222,pt,3
10322086,en,3
11996,pt,3
1357379,fr,3
311312,no,3
1699980,en,3
260820,en,3
4607998,en,3
1032594,pl,3
6174,nl,3
9814678,sw,3
1050258,es,3
9220,en,3
13376593,en,3
432051,en,3
794900,en,3
55156,en,3
166856,en,3
11613,es,3
508476,en,3
87249072,en,3
14980207,zh,3
6337,fr,3
59130932,en,3
498299,ar,3
1473681,fr,3
193204,en,3
11426534,en,3
999157,en,3
5797149,fr,3
407257,es,3
84501,fr,3
12346612,en,3
72804922,en,3
12970799,en,3
75742,en,3
167337,en,3
7534880,en,3
4790104,es,3
5529888,en,3
176317237,fr,3
1323,es,3
3456,en,3
94573,es,3
13168455,fr,3
4963984,de,3
341528,fr,3
1422634,en,3
5325429,fr,3
10267432,fr,3
113748,fr,3
170638,en,3
3978361,en,3
1101647,ru,3
347323,da,3
656603,pt,3
94490,es,3
4781651,en,3
5270597,en,3
112355,en,3
87386,it,3
4933909,en,3
1137112,pt,3
3264591,en,3
125769142,fr,3
190,nl,3
10774740,fr,3
54489,de,3
10839,sv,3
2763,en,3
51768502,es,3
10174350,en,3
69271,en,3
173191,ar,3
9017,en,3
6342388,fr,3
243484,en,3
13772281,fr,3
70937,it,3
5257,en,3
14316,en,3
6028390,fr,3
67797,en,3
66958,en,3
14780243,hr,3
257833,en,3
14262,es,3
64549692,en,3
198149,pt,3
16712,en,3
143466822,en,3
80827,es,3
71977,fr,3
12429582,en,3
8860,it,3
74680,en,3
4954344,ru,3
7294142,fr,3
281509,en,3
1039573,en,3
4755547,es,3
82891,en,3
90556,en,3
7871696,en,3
5829861,en,3
108882432,en,3
134695,sk,3
10043338,fr,3
48516842,en,3
86614,it,3
606,tr,3
4673706,en,3
5841045,fr,3
299692,en,3
5987322,en,3
66510,da,3
8541766,en,3
353308,de,3
152947,ar,3
4742146,fr,3
15011347,en,3
59994,en,3
1244502,en,3
8701556,en,3
166994,en,3
4043346,ru,3
243011,en,3
2928,es,3
94807,de,3
523526,en,3
14124369,fr,3
1005551,en,3
4843148,de,3
1234317,fr,3
283717,en,3
93074,de,3
78457,en,3
280640,es,3
4577927,de,3
168632,fr,3
55192702,en,3
13988,en,3
4848432,en,3
13438009,en,3
87616292,de,3
149031,en,3
133174,en,3
4441719,en,3
6185,fr,3
14746773,en,3
5652,no,3
5277,tr,3
227638,en,3
15849,en,3
121879,en,3
76608182,fr,3
807513,vi,3
181316,en,3
542824,it,3
264933,fr,3
1377308,en,3
3935871,en,3
1461539,en,3
5256093,en,3
1592725,en,3
3374,it,3
806118,en,3
11967227,es,3
10938512,en,3
63967,tr,3
1447051,id,3
57390,fr,3
8945258,en,3
295562,en,3
132838,en,3
113229392,en,3
14175447,en,3
16131,en,3
73656,fr,3
297825,en,3
4645521,en,3
1129893,en,3
96491,de,3
5488118,en,3
3630,sw,3
79995,es,3
1406688,en,3
505110,en,3
4218369,it,3
1270938,en,3
417219,en,3
5523766,en,3
179411,en,3
1579073,fr,3
5270147,es,3
2711011,tr,3
7672,en,3
72134792,es,3
97450,de,3
5862365,en,3
1533292,es,3
5466507,en,3
215593,en,3
138957582,en,3
251482,en,3
80929,en,3
14970409,en,3
298025,en,3
6346288,en,3
1093616,en,3
149358,lt,3
7174496,pt,3
127369,en,3
5217709,en,3
9566212,es,3
14007429,es,3
1067889,en,3
241487,sv,3
990,sw,3
542527,en,3
13018159,en,3
50969402,en,3
87969922,en,3
92036212,fr,3
4452354,pt,3
51039652,en,3
185743,en,3
459335,en,3
9401324,en,3
1367961,es,3
83136,fr,3
660739,fr,3
122809,pt,3
1455020,en,3
1251439,it,3
452506,en,3
1644170,en,3
6880989,fr,3
557859,en,3
165382,en,3
403281,en,3
243237,fr,3
8806,fr,3
765819,en,3
15559,en,3
8732268,fr,3
1270117,ar,3
3637081,en,3
9842,en,3
5138551,en,3
289364,pt,3
4491741,en,3
7888,en,3
10880,en,3
209803,en,3
6237,en,3
9412092,en,3
10932334,ru,3
13198,tr,3
193875,es,3
7613,en,3
4097618,es,3
98354,pt,3
1473596,en,3
639890,fr,3
8687492,en,3
245807,es,3
99602,en,3
5277806,en,3
4476,en,3
97135,es,3
101692,en,3
4063377,en,3
287173,en,3
6598558,ru,3
188597,en,3
1686736,da,3
3477891,ja,3
259994,ru,3
75798412,en,3
1244446,hr,3
127537,en,3
14864237,en,3
53148012,en,3
424995,en,3
15286,it,3
376112,en,3
211292,en,3
1209940,en,3
13528223,en,3
1827011,sl,3
14586285,en,3
6897737,en,3
878340,en,3
185908,en,3
1296322,de,3
338253,en,3
4072906,en,3
87898772,en,3
318860,en,3
1134161,es,3
53441822,en,3
331405,de,3
83104852,en,3
9916160,pt,3
130969,en,3
13996,en,3
356435,en,3
440964,id,3
92853,en,3
1111870,es,3
1072787,pt,3
7415,fr,3
417662,fr,3
346600,es,3
173243367,fr,3
1355430,en,3
4059855,es,3
215203,es,3
6151932,en,3
577524,en,3
9183024,en,3
6487755,en,3
1607,en,3
1221518,es,3
5159593,en,3
10328,en,3
11320382,en,3
5456702,en,3
69652,it,3
72693,de,3
1367929,en,3
10757576,en,3
5121639,fr,3
92904552,de,3
390674,pt,3
15086351,en,3
4976076,en,3
12125130,it,3
37,ru,3
144013,hi,3
55177,en,3
425743,en,3
1285787,en,3
12491094,en,3
170700,es,3
149959,en,3
8453492,en,3
57036,es,3
2549,id,3
2167,so,3
427208,en,3
3991791,en,3
6835967,en,3
240669,ja,3
1957021,es,3
11667655,en,3
72029,fr,3
83610062,id,3
145717,en,3
2279141,en,3
68013,de,3
282118,id,3
1298173,es,3
245268,en,3
5560,en,3
1368344,en,3
6,it,3
16042,hi,3
13584,en,3
1071245,en,3
274849,en,3
12834749,en,3
12899311,en,3
12938,fr,3
177829,id,3
4023506,en,3
83279632,es,3
281496,en,3
310094,en,3
158782,fr,3
1632434,en,3
183518,fr,3
1430,fr,3
75733872,en,3
44433622,fr,3
75631,ru,3
64653,es,3
285641,fr,3
63946712,en,3
551257,en,3
300082,sw,3
10735,fr,3
11234,es,3
449154,en,3
7475686,fr,3
192714,ru,3
5132201,fr,3
10672,en,3
16497,de,3
7306846,ru,3
1095925,en,3
1235196,en,3
4649104,en,3
444398,en,3
5355950,tr,3
94390,en,3
7722,it,3
1456229,nl,3
1221550,es,3
14257,es,3
85086,es,3
603844,es,3
198245,en,3
2103401,pt,3
15034409,fr,3
63454922,fr,3
1075,de,3
1042407,en,3
4930983,en,3
392653,en,3
393975,sv,3
5635513,en,3
12120150,ro,3
1011508,en,3
181192,en,3
135883672,en,3
1768281,en,3
58491,en,3
7943626,et,3
4712317,en,3
450734,en,3
6993883,en,3
119362592,ja,3
4406303,es,3
498712,en,3
113394672,en,3
11148408,en,3
9970900,en,3
66034,zh,3
178196,en,3
8559026,en,3
9803,en,3
77121,en,3
134019,en,3
697,it,3
85089,en,3
13976831,en,3
4108232,hi,3
6303820,en,3
157927,it,3
12895719,en,3
155953,fr,3
11700123,zh,3
194603,ja,3
903701,en,3
13219301,fr,3
788401,es,3
312802,pt,3
3551,it,3
8355648,sw,3
55158622,fr,3
66138,ru,3
5354354,es,3
108315,da,3
182610,en,3
91283872,en,3
3422091,pt,3
1590123,en,3
4814070,en,3
6563,en,3
972,id,3
293768,en,3
4911664,sw,3
433615,de,3
319981,en,3
78873,en,3
403910,en,3
1263403,it,3
90705672,ru,3
134206,it,3
5621244,hi,3
61494,en,3
4062938,es,3
133199,en,3
1711264,en,3
101330,en,3
51366592,en,3
13415,fr,3
192132,en,3
10715475,en,3
56149,ja,3
424808,pt,3
59245,es,3
59308,en,3
3266,is,3
5580661,it,3
114140,es,3
6074012,fr,3
75084,en,3
1074,pt,3
4018460,en,3
12739115,en,3
9749232,en,3
128006492,en,3
173239,es,3
56926,fr,3
6425668,en,3
14021953,it,3
5332304,en,3
3108131,en,3
79727042,es,3
184490,fr,3
8826916,en,3
1008582,fr,3
140343,id,3
174769,pt,3
58819,fr,3
1560,en,3
93095,en,3
115428,ru,3
74230202,de,3
6624242,en,3
5835403,en,3
158191542,fi,3
12378,en,3
12098672,fr,3
11676569,en,3
52463032,en,3
598114,en,3
3698,is,3
244864,so,3
6777467,en,3
297552,ru,3
79668242,no,3
4559819,en,3
173558,en,3
1508055,fr,3
4623,sw,3
12049,en,3
4487080,en,3
324870,es,3
10926,en,3
209220,it,3
1314048,de,3
9788,pt,3
2801151,en,3
6936535,fr,3
97261,en,3
75106,sv,3
69743,sv,3
61479,id,3
1613500,en,3
5047501,en,3
83008,en,3
67812,es,3
311296,en,3
135190622,es,3
245047,no,3
264476,hr,3
66798,en,3
5316225,fr,3
157496,fr,3
864500,en,3
258972,fr,3
1539041,de,3
5361,it,3
11324612,es,3
10702,en,3
1018992,es,3
1617015,es,3
5789,en,3
12307422,es,3
4042071,en,3
8054807,en,3
13627,es,3
450292,fr,3
6646690,en,3
1653876,es,3
8585,de,3
65016,en,3
84231,fr,3
318395,en,3
79543462,en,3
12050546,es,3
5922,ru,3
150147,en,3
7139263,pt,3
3720061,en,3
3701801,en,3
82783752,fr,3
11193,en,3
1133873,hu,3
80967,fr,3
1335085,sk,3
63642,en,3
4207597,en,3
167243,en,3
154133,en,3
1332316,en,3
2682,it,3
166925,en,3
8024,no,3
194652,en,3
244883,pt,3
1619082,de,3
14184,en,3
215059,no,3
10175742,en,3
136941,id,3
64635,fr,3
9332,en,3
15157479,en,3
311819,en,3
10512,fr,3
1787,no,3
14563,fr,3
10193,it,3
87940,pl,3
2520081,tr,3
80069472,en,3
6561989,en,3
1380684,en,3
250989,en,3
12204556,en,3
12001258,en,3
11097622,fr,3
10507605,en,3
1401636,ru,3
5277,ja,3
76038,en,3
13661343,fr,3
14005345,sw,3
8341534,en,3
9694012,en,3
107661,en,3
1666093,fr,3
1691778,en,3
10172812,en,3
2032,es,3
1355105,en,3
1361035,en,3
10263232,en,3
2105,fr,3
83843482,sw,3
14780243,sk,3
563745,sv,3
7841120,no,3
167542,en,3
164724,en,3
502197,en,3
164460,en,3
972,de,3
134220,en,3
1373558,pt,3
5291,tr,3
1404282,es,3
7084,en,3
194208,ja,3
9328808,en,3
10358490,en,3
290530,es,3
436804,de,3
6972475,fr,3
1221515,es,3
10039830,en,3
190205,fr,3
119074,es,3
8102967,en,3
10663187,es,3
7636572,en,3
14940677,en,3
10524525,en,3
4596553,es,3
398309,id,3
179028,fr,3
59659212,en,3
125436,pt,3
12846239,en,3
4617379,en,3
13486,pl,3
5099485,en,3
67035,de,3
182425,en,3
516768,id,3
145541,fr,3
10856740,en,3
48844501,es,3
137312262,en,3
1284667,en,3
101414,fr,3
330762,de,3
6691419,en,3
350973,es,3
52463032,es,3
9098,pt,3
12210686,en,3
398945,en,3
981223,pt,3
120794172,ru,3
9229,es,3
13268171,fr,3
4522626,en,3
6351640,en,3
2974291,es,3
202794,en,3
7841908,es,3
8037651,en,3
6694793,en,3
616432,en,3
310260,en,3
62432,en,3
10168,en,3
159153,en,3
257879,en,3
105077,en,3
1450993,en,3
100768,pt,3
7054,en,3
1123686,nl,3
5847730,fr,3
158243,nl,3
78001,en,3
177734387,en,3
894627,fr,3
54158,fr,3
51801412,en,3
8641,en,3
93323,en,3
5330857,en,3
8893118,en,3
1264284,en,3
5597325,en,3
11384978,en,3
11591429,en,3
1411081,en,3
16087,en,3
1088335,it,3
372138,af,3
887866,en,3
3892,fr,3
98594732,en,3
12056120,en,3
64643,it,3
110461,de,3
342663,tr,3
345595,en,3
12497050,en,3
4633500,en,3
62182,es,3
370405,pl,3
2813281,en,3
1288452,en,3
4493019,en,3
12844217,en,3
450628,en,3
165470,en,3
9551238,en,3
68534,en,3
117824692,en,3
343647,en,3
149357,en,3
1472226,en,3
10556389,pt,3
1013047,en,3
206484,en,3
7334,es,3
335987,en,3
497552,en,3
197316,ru,3
16735,fr,3
165050,de,3
320297,no,3
11066170,es,3
1203818,es,3
477392,pt,3
59336282,pt,3
80552,en,3
370339,en,3
57636,en,3
93149,es,3
10082740,en,3
16042,ru,3
266953,es,3
2630,so,3
10681,fr,3
8725762,es,3
303056,en,3
