art_id,lang,nb_songs
5397,en,60
361250,en,34
48765861,es,52
5832280,pt,139
137230,en,44
13569,en,63
4073834,en,187
496181,en,43
4086,pt,52
2452,en,57
3501,en,88
246,en,92
12718,pt,144
14519609,es,36
68214,en,48
10135,en,42
80681,en,76
821587,es,36
392220,en,129
4850,en,94
4901462,it,159
15013,en,34
8784,en,41
63881152,fr,59
2253,en,34
11216,en,50
100476,en,76
1945,en,73
277893,en,162
13303,en,47
1870,en,37
4079,fr,71
7046069,en,35
4600862,sv,46
7858,en,113
5599,en,164
1485,en,143
1049196,en,62
7348,en,95
4053332,en,31
193162,es,51
7301,en,68
78403,hr,47
101803,en,37
75709,en,36
4093,en,70
893199,es,39
1388943,hr,148
111355,es,70
8123403,de,120
101137902,fr,39
1056811,en,35
5266156,es,77
59919,en,63
279,en,47
2214,en,42
66192,it,56
272813,fi,132
264223,en,77
7716,en,65
412676,fr,66
1338,en,56
11052386,tr,36
5925973,en,34
4950687,en,47
70677,en,38
7196368,en,121
119362592,en,45
836,en,40
1219583,en,33
151048,en,111
10395,en,56
2183,en,82
13449,en,57
189817,en,40
360283,en,33
9766852,en,56
65995,en,64
405567,en,60
12515948,pt,114
143000,en,51
8750,en,68
16026,en,54
145551,en,254
1245683,es,37
4618162,en,34
6379650,es,45
1894,en,115
6785577,es,65
106043,en,157
604107,fr,58
7992,es,34
1040345,en,59
8936,en,72
256681,fr,111
5532315,ru,81
2965981,en,90
261565,en,87
363331,es,44
86376,en,156
80585,ro,36
6051,en,81
74101,en,41
14415029,fr,32
8648,de,65
706,en,109
12045,en,47
74042892,pt,44
5286414,es,70
13218643,en,47
1676030,en,34
1204870,tr,73
10284448,en,94
62769,en,66
10792606,en,71
83110,fr,69
14729395,en,41
4786,it,91
6840,en,51
1711,en,73
5339843,sv,41
13491,en,69
3795,en,48
3107121,en,50
52494612,ja,34
14728423,en,40
7694944,ro,70
76805932,en,50
76442,en,81
13702,en,47
6907889,en,48
13124535,en,43
8553,en,40
103119,ro,55
746,en,87
5545354,ru,36
242898,ar,86
100599,en,76
14535,en,66
289781,en,31
302894,en,89
5931809,pt,72
50178832,es,36
7851,en,74
7066915,en,34
11527839,en,32
4707030,en,71
1848081,sv,43
10465,en,94
1012952,en,60
6169916,en,48
276453,en,79
5265504,en,102
98274,en,94
3555,fr,41
289877,fr,36
63903,en,36
253755,en,86
165386,en,31
1225846,en,53
196767,en,39
4556160,pt,36
4376,en,101
70558,en,52
7990602,en,48
77393362,ar,46
4705484,fr,62
178598,de,42
14962,en,44
14927719,en,41
555888,en,32
4448485,en,48
7822654,fr,34
9304276,ru,50
10536601,fr,38
210775,en,33
7671,en,36
1105252,en,31
178603,en,32
130287582,en,31
14453,pt,31
10236666,en,32
1677798,en,37
4279848,en,36
561408,en,60
5541221,pt,45
67207,en,49
296811,en,56
1306074,es,36
163278,es,31
393469,en,59
8310400,es,37
6136,en,34
127029,en,46
985619,en,40
145916,en,48
12564360,fr,33
409785,en,86
249652,fi,43
380,en,58
338220,es,32
926,de,33
165839,pt,48
130361,en,37
4843310,en,43
8885,en,39
4758364,en,36
1154099,en,31
163741,en,38
7932092,en,67
74670,en,36
2655,fr,35
16296,en,44
7443000,en,43
5836065,en,31
89172,fr,49
893222,en,33
2388521,en,51
14331859,en,32
9496866,es,32
1738,en,84
2449,en,685
2508,en,49
5962948,en,127
66784,it,51
119,en,897
2551,en,202
11132,en,65
5722,en,133
54627,en,533
15376,es,141
9845602,es,32
2802,en,457
206219,en,50
1593210,pt,36
77989,en,144
273,en,232
2105,en,220
5691,en,180
48947681,en,53
5668,en,98
389874,en,71
116353,en,108
244235,en,38
8991,en,296
4477,es,128
12088868,en,62
2207,en,1522
3799,en,116
2873,en,97
5418689,en,159
4191,en,328
1114950,en,59
408,en,307
163,en,627
11819131,en,64
846,fr,153
5090,en,172
60391,en,225
14547,en,193
3314,it,237
298985,en,62
251482,sv,117
7836,en,110
123302,en,50
4480,en,106
13170,en,127
553,en,359
1007,fr,510
5524597,es,53
491,hi,180
1675,en,110
428675,en,173
10220608,en,104
55599,pt,69
5061199,pt,407
2545,en,114
4189,en,458
76590,de,266
9103538,de,200
4977,en,47
2648,en,221
12175,en,271
966,en,376
8423,en,89
180746,en,222
2160,en,121
13639,en,145
64459,en,63
560932,en,74
112259,en,135
3313,it,171
4068,en,49
11393622,en,175
168,en,172
249476,en,137
7807650,en,56
14240131,fr,68
3499,en,42
470871,en,82
16275,pt,183
123530,en,113
11975914,en,42
368,en,447
75834,en,116
692,en,397
12941,pt,86
16281,en,160
6360,en,33
1362,en,43
9169,es,163
2279,en,176
97411,ar,268
3352,en,97
4623,en,135
10,en,232
10806,en,44
711,en,63
69566,en,48
158706,en,201
12778971,en,47
5862,it,444
128788,en,91
883,en,148
414245,en,36
4038501,es,85
5330635,no,32
4322557,ru,97
7788,en,112
5871,en,272
2710,en,98
101725,tr,105
1027630,ja,86
1209354,pt,137
6994827,fr,31
390161,en,43
809101,en,64
111929,ar,117
382874,en,36
2628,en,51
84997,es,37
4629,en,187
4115,es,164
181878,en,166
469520,en,50
74681,en,33
477348,ar,117
138204,en,88
57503,en,331
14486481,en,43
805948,en,88
1352902,en,58
1685096,en,102
251659,hr,49
1020109,en,226
12502,pt,115
12624185,en,39
2699221,en,145
111220,en,137
371600,es,54
464904,pt,191
70692,en,52
11054,en,103
9490,en,48
13020,fr,100
5656,en,107
1222221,no,47
6197,en,39
1538,en,95
13154483,en,46
3383,en,123
1466430,en,59
78856,en,102
479143,de,60
3021,en,178
12061270,en,34
884659,en,54
2411,en,186
398,en,81
2051671,pl,105
69024,en,55
80876,en,82
4473,es,104
411321,es,64
197484,en,46
5233683,hi,50
6778,en,96
9616606,en,32
114480612,ja,35
110501,en,55
406,en,133
91079,en,129
97013,tr,363
9526,en,161
396351,de,94
194809,fr,39
7042927,fr,54
10912482,es,111
11565,en,81
13,en,331
294912,en,76
3242,en,186
2251,fr,38
164448,en,35
4302,en,123
5172,en,55
5223,en,355
519,en,96
2065,en,162
3657,en,125
4929505,ja,229
712,en,78
2303251,pl,76
5128933,en,64
193875,en,206
3319341,de,44
4519,en,42
16878,pt,166
12422424,en,37
9092188,es,140
1070617,en,121
4732517,pt,58
1122,en,41
620,en,492
64422,en,61
14005735,ja,44
14084,en,45
410,en,197
66617,en,62
3248,en,95
7900,en,160
210655,pl,270
66079,en,55
259231,en,53
890,en,131
110690,en,40
16448,en,272
11086348,en,42
555072,en,40
77282,it,130
10358146,en,46
4964540,ru,106
82867,es,91
113897,en,38
1456,it,213
5095,en,74
1654,en,158
77057,pt,154
81173,en,98
208732,en,374
86799,fr,51
3881631,pt,254
207598,en,45
425664,en,41
11279454,en,488
421431,sv,38
75151,es,97
64464,en,48
7046191,en,67
10988666,fr,79
134206,de,37
7619806,en,39
893728,es,33
388925,ar,59
9069672,ru,41
71304,en,106
4042464,es,75
767,en,88
569,en,85
3847,en,143
7175,en,185
70087,en,164
13593519,en,43
1211994,en,36
5494618,ja,44
2444,en,103
5821,en,37
5680356,tr,65
194162,en,31
332543,en,85
7803072,en,33
12676237,en,140
80365122,es,66
1016958,de,43
305752,it,79
2661,en,64
3579,en,145
13523,pt,198
112244,en,35
49818632,en,82
57792,fr,43
15407,en,83
301660,es,121
13541,en,102
4308,tr,183
616807,en,90
95581,en,41
94313,en,34
66285,en,99
96398522,ja,100
890426,en,58
5118016,en,60
11213314,tr,44
8899,en,68
4432412,en,164
1357218,en,41
8101,en,66
149073,en,88
363051,es,76
14292,es,142
132246,en,46
7462,en,104
280,en,95
147789,en,37
91621,tr,72
1236609,fr,44
6819,en,41
9080,en,191
2209,en,105
109312472,fr,45
1369340,en,41
12422574,en,43
1017307,en,79
7420680,en,49
13259173,ja,214
5059044,en,74
4468,en,71
64440,en,52
132265,en,45
172610,en,77
14909,en,112
3603,en,105
97655,pt,39
9685276,en,31
13645509,fr,52
134123,en,70
2799,es,37
1055,es,72
1226271,de,65
7775,en,160
55209,fr,69
6089,en,92
12404946,fr,74
1802,fr,120
6876,en,88
70406,en,44
7231,en,77
16648,en,34
5454461,pt,43
64873,it,38
69739,sv,53
6195,en,41
13558,en,95
3047,fr,76
7830,en,173
62523,en,102
10787,es,56
15502,en,51
93950,es,40
11549549,es,36
4634892,en,45
2389,en,43
388,fr,111
48443532,fr,47
93872,en,32
1789,de,44
4452092,en,56
147559502,en,91
94987,tr,32
10138676,en,74
5839,es,97
179702,en,38
10921970,en,48
7185,en,61
16822,en,104
97599,en,67
455614,en,31
4516,en,99
77359,es,39
158854432,de,52
6073582,en,40
173923,de,107
1412102,tr,54
2950,en,33
115721,en,69
2486,en,43
149,en,128
102406,pt,35
6891,en,34
5416732,es,40
7123,en,40
14816417,en,51
8602,en,87
123569,en,41
64345,en,100
6751,en,111
1398102,en,32
182961,en,32
1600816,fr,87
392952,en,31
1058,en,35
1630,fr,33
143771,tr,87
14855,en,52
283018,en,48
1027616,en,40
160023,en,33
3114,en,106
1791,en,96
9761322,en,87
68013,en,65
66853,en,45
10143716,en,60
1096,en,41
1546753,en,37
286,en,34
123053672,pt,39
493082,en,132
8904480,en,42
392279,en,54
8014,pt,44
384038,en,73
76066,en,36
555589,en,31
153343,en,42
143092,en,88
8403120,pt,67
619,en,89
8980518,en,32
1618858,de,33
4676244,es,37
249664,fi,82
9403,en,42
4808744,en,46
118266,en,45
363334,es,51
1258135,pt,62
1050,fr,37
1477173,en,45
5760774,en,40
15499,en,58
9851798,fr,60
3510,en,32
106632,es,79
9060,en,54
11881821,en,43
8558,es,42
1415082,da,44
370339,af,52
54562982,es,45
10936408,en,50
100588482,en,33
5224128,fr,35
553045,en,40
16998,en,83
1252133,fr,33
2653061,en,40
2801,en,83
193878,en,33
13025,en,46
248102,en,43
10535911,en,37
14226477,en,31
16343,en,61
304024,en,47
3434,en,59
75055,en,99
6077622,ru,54
1345858,es,50
148129,fr,37
13514459,es,37
7449,en,86
8898108,en,33
4072448,en,36
4095860,pl,53
75195,nl,63
16515,en,38
4441692,en,39
2895,en,83
12992,en,34
163128877,en,91
89140,en,58
1486265,nl,57
1125707,ro,31
4710521,en,31
5242214,en,86
12216,en,46
69598,en,32
13701691,en,33
5637404,fr,50
5601,en,46
4782876,en,67
7466992,tr,33
4792609,en,65
819811,de,33
1110851,en,42
14148833,en,34
81687,en,35
240683,es,40
1967481,en,43
1508823,en,40
2502,en,34
205410,en,36
8499,ro,40
147539,en,73
298023,en,36
876189,en,63
3381,en,430
244414,en,45
2597,en,79
57080,en,91
1385347,tr,118
1563138,en,65
2456,en,780
123292,en,37
71378,en,136
6785473,en,38
1344,en,302
5516927,fr,77
3550,en,151
1725,en,963
1631262,en,122
1414,en,79
13191,en,206
4951751,es,121
7042,fr,277
3422,en,329
3201,it,202
15617,en,147
16762,en,94
182,en,362
516830,en,100
1407,en,98
1072,en,42
13114,en,66
4545,en,105
185073,en,191
931,en,483
79555,fr,79
3249,en,198
364582,pt,120
333,en,287
12780369,en,138
2772,en,306
575681,en,35
873890,en,149
6841,en,33
13052,en,212
166701,pl,72
685,en,193
2231,en,43
3311,en,229
1007876,en,118
13145,en,92
7056,en,199
3757,en,59
211349,en,103
113499,en,138
1059594,es,145
2850,it,312
16394,en,113
65028,pt,53
15629,en,46
3043,en,43
296564,en,103
152120,pt,126
16737,en,128
88794,en,217
6362,en,213
74566,en,129
16058,tr,70
71854,en,57
242283,en,33
292148,en,149
12892,en,378
77565452,ja,313
4509,fr,698
2851,en,82
5405,en,94
17001,tl,50
148086,hu,81
3097,en,328
77522,en,71
4421,en,115
3949,en,481
1409302,nl,93
2302,en,150
3295,en,65
2660,en,60
76908,en,48
3161,es,108
8713,fr,49
67785,it,46
3944,en,406
2255,en,149
1544,en,280
10761,es,36
365269,en,34
93203,en,46
2557,en,397
1252867,en,46
2789,es,181
111110,en,94
55106,es,84
7165296,it,91
7659,en,34
7986,tl,124
5246621,ar,60
470801,en,49
17202,en,52
903,en,420
2625,en,136
6015,tr,43
883421,en,95
64410,en,345
183228,en,129
860,en,304
75087,es,179
1685087,en,372
5219,en,289
5404060,en,72
10597,en,189
362545,en,147
5684,es,151
1181430,en,151
364867,en,124
293585,en,184
186635,es,39
57525,en,79
740959,en,35
146725,en,53
2502,es,78
5571502,en,158
570,en,184
545,en,763
2552,en,72
455121,en,48
12873,fr,95
13678,pt,65
451501,en,53
5973802,en,32
134040,en,100
6415,en,433
1046,en,115
2748,en,72
7090,de,445
8863276,en,32
68334,en,58
8518544,ru,100
1270,en,59
103160,en,79
243067,en,123
16844,sv,187
382286,en,41
12415724,en,80
1213181,en,90
13978,en,127
8412,en,121
157589,en,35
13682721,es,32
3931,fr,48
147596,en,168
9155,fr,113
202461,en,78
265297,tl,32
3522,it,83
6291278,ja,60
5138079,pt,41
8775382,en,46
3937,en,151
75121,en,138
247379,en,166
6489,en,31
400004,en,98
1127992,en,86
11669905,en,58
55752,en,54
7545,en,46
11329080,en,130
4430320,ja,163
1824,en,53
10512581,en,31
5236,en,88
478703,en,55
2692541,en,32
1261036,pl,73
12125,en,144
142,en,58
5064691,pt,81
73559,en,79
13184,en,33
278529,en,151
160621,en,60
15772,en,72
14787679,en,31
77537,en,64
5417031,en,75
194042,es,76
452080,en,85
9089666,en,182
5570740,en,46
14951,en,40
132089,en,33
111905,pt,36
1571,en,78
10328252,en,50
13320363,en,55
2966,it,145
66730,en,138
6452,en,87
78932,en,37
1952831,en,142
74556,en,129
2886,en,38
10006972,de,62
5147523,en,57
12778,fr,243
4649104,es,45
98279,es,45
71958,es,45
15005,en,98
11346,en,35
2927,en,109
93674,en,78
10014,en,228
2256,en,88
64306,en,35
15339709,en,70
296,en,98
80729,en,165
65082662,es,32
1213,en,42
12084606,ja,86
2526,en,162
310260,fr,56
210845,ar,136
5620733,en,32
9962448,ja,39
172223,en,60
293285,en,50
756,en,119
4096,es,144
57546,en,141
108220,en,48
255371,pt,32
4123,en,55
7691,pt,93
1358547,en,37
13740,en,79
68252,en,43
161553,en,95
54141,en,93
210223,en,89
4934999,es,81
17166,en,91
191223,en,166
12206,de,140
64869,sv,45
4338,en,145
94024,es,139
1417,is,82
70472,de,41
210963,en,55
16271,en,90
148988,en,58
92414562,en,68
71762,en,61
54216,fr,79
208,en,147
1041,en,114
2185741,de,59
88397,en,75
3472,de,330
12526962,pt,55
6162,en,39
5284515,es,123
5569543,en,43
15389,en,42
66745,en,36
3169,en,52
99825,en,45
167087,en,84
7677518,en,75
1355,en,122
61675,en,68
14248437,ru,97
6547,en,34
2391291,en,32
5548706,en,143
70045,hi,238
4185203,es,68
131886,en,102
65997,en,94
5531419,es,60
107480,nl,38
12558830,en,111
85901,en,70
12441,pt,40
8471,en,38
12934,tr,205
13918541,fr,54
294969,en,42
5980,en,44
11226838,en,40
505422,en,57
8002132,ja,201
5509,en,50
12065,en,50
88928,en,58
129922,en,56
3341,en,58
61667,en,104
5145931,sv,136
11939757,ru,55
323366,tr,54
15691,es,165
17224,fr,82
1336,en,70
3536,en,240
101641,tr,31
573324,no,63
244617,es,56
56252,en,33
397781,en,36
6624,en,78
7361,en,109
77021,en,52
14465,en,37
11639987,en,34
4370,en,68
9064930,en,34
70420,fr,49
3859631,en,144
4476566,es,64
988686,en,71
110754,de,256
2002,en,46
60431,en,89
158709,en,109
107543,en,48
5740389,en,32
75728,en,45
92690,en,43
3085,en,84
1360689,en,41
7789480,en,48
103378,en,61
4519276,en,65
4816,en,54
13651,en,44
5639,en,46
998740,en,36
8245,fr,72
187000,en,46
14917155,en,47
877589,es,39
74882,en,88
152005,en,31
15440,en,45
7572,en,72
54949872,en,46
1655339,it,41
5139310,en,52
4045953,en,67
278,en,50
10646,en,151
15939,en,244
101130,en,48
5962,id,52
16453,en,57
3710,en,89
149079,en,35
8365870,en,60
808906,en,43
153033,en,35
701,en,59
14728549,pt,66
13963861,it,36
268889,en,40
2112,en,32
4399176,en,33
469192,en,37
161909,fr,71
460115,es,73
290505,en,51
16429,en,36
273251,en,49
6393,en,32
9254,en,31
5581,en,67
5492930,en,39
10782,es,40
79310,it,41
1385868,pt,44
14531,pt,116
7689,en,61
14780,en,33
176231,en,40
371319,en,34
3418,en,61
279482,es,38
4408381,en,41
9973,en,35
362057,en,60
399203,en,85
157328,en,59
9587668,en,56
167498,en,114
9309,en,41
15005995,en,32
64896442,nl,36
12401742,nl,32
302904,en,35
9533,en,67
77390,it,36
291736,en,46
389521,en,37
4393023,en,41
175212,en,61
996589,en,100
12773225,fr,43
3895251,en,32
11339018,en,33
81241,en,62
3990,en,34
7647,en,57
134124,it,45
5258956,ru,32
94115,en,43
49704682,es,49
7974878,en,48
147597,en,34
16892,tl,50
10449076,en,43
1486,en,47
11581389,pt,46
951,en,61
5628,en,76
14277911,en,46
13106955,de,34
9470236,fr,52
12116290,en,50
4852,en,50
64374872,fr,56
476895,en,35
101739872,fr,46
4462166,de,37
57711,en,52
1602700,en,58
10261,it,38
6183590,en,34
382338,pl,36
1031422,en,49
264249,en,38
76160782,en,32
8969800,en,39
71970192,en,38
12012664,en,31
1695419,en,32
10400,es,365
8405,en,58
221,en,1867
16398,en,186
1616041,en,66
14046,en,201
5837720,fr,48
1401504,es,259
3614,en,1141
3164,it,349
85541,en,54
339209,en,162
6900,it,127
1305,en,293
6009,en,718
12900,en,118
802786,en,36
4242,en,126
15301169,en,417
4446887,it,45
3584,en,86
282661,en,136
4505880,ru,111
13208,en,196
938,es,76
76063,en,70
2319,en,35
230330,en,58
7215914,en,82
1515,en,223
78615,en,101
471398,de,34
9811244,en,60
1399641,pl,292
652,en,386
65983532,en,37
5611,es,117
1492698,en,144
134009,en,206
173048,fr,55
62359,en,265
1342,en,996
127322,es,69
1475,en,217
131404,en,90
13560025,en,46
839,en,174
346661,es,88
5263,de,62
98385,en,58
71069,fr,108
14518,en,157
1657,en,183
97057,en,102
8009,en,100
11986,en,79
5602,en,111
985101,de,76
14838507,ru,53
980,en,117
2224,en,283
75312,en,83
83008,de,246
81127,es,199
64990,en,78
6827,en,142
2110,en,381
12005,en,52
3083,en,54
1579,en,95
6016,en,333
1494,en,283
351586,en,106
290109,en,38
2565,en,66
5129,en,124
288567,en,133
48,fr,369
67792,en,71
56927,en,431
55092602,en,56
123657,es,47
12955815,en,49
237,en,63
393428,en,41
1902,en,76
5248003,en,36
17003,en,142
98036,tr,173
274490,en,52
1415,en,690
4937383,es,176
13251,en,49
3994,en,80
15955,es,149
102889,tr,74
11203568,en,75
1538640,en,191
6828,en,382
10846460,en,104
187245,en,71
5698,de,205
99266,tr,110
71872,en,375
5920,en,68
4479847,ja,83
169850,en,98
11815291,ru,116
1101,en,113
6354,en,108
5508,en,59
9381,en,72
1172,en,152
140751,en,236
7883,en,55
4788,es,84
4244787,pt,180
191,en,180
4478,es,124
3132,en,162
69681,en,230
291834,en,63
51961342,de,46
77770,es,167
16162,en,39
181179,en,46
607,en,181
2822,en,150
405995,en,60
5292512,en,156
5361,en,104
69696,en,423
715,en,45
4086965,de,183
51204222,en,58
3662,en,40
3530,en,181
307229,hr,59
737,en,101
16016,pt,70
316,en,181
12098828,es,70
752,fr,104
318516,de,35
3504,en,130
400982,en,123
2072,en,165
11571,en,96
466397,en,96
4089883,es,49
75900,en,32
482990,en,38
2482,en,90
6160,en,129
8224,en,108
12406950,pt,51
8548,es,227
5329,en,54
183821,es,136
14261,fr,73
176,en,190
8,en,194
5372,en,176
1702205,pt,46
10731,en,195
8147,en,33
4194807,en,36
2900,fr,233
1170236,en,153
4479,es,320
428808,en,178
81743,en,237
55672,en,237
5284,it,74
646900,pt,46
9720744,nl,43
182595,it,42
259455,fr,37
9461,es,70
4777520,en,56
5227137,en,58
14075919,de,37
12053242,en,37
166426,en,107
77993682,de,59
5254939,de,51
9478900,en,38
9925092,en,69
12489,en,231
204247,fr,71
64222,en,103
14690,en,42
1049198,en,106
143614,en,48
5184,en,74
2005781,en,142
1325407,es,144
4489,en,54
2659,en,162
4491741,hi,38
5921,en,251
1212166,hi,41
4305273,en,35
75164,nl,64
9240,en,35
66857,en,39
10264540,fr,60
5454798,en,35
789285,en,62
97881,tl,58
342191,en,36
74545,en,75
382937,en,168
2722,en,121
5200025,en,73
5464630,en,45
169423,en,40
1775,es,121
14854891,pt,59
1655320,en,32
1222,en,241
1217916,es,35
67672,es,106
11176080,en,37
324824,en,79
3694,ja,70
66206,en,40
5045430,en,49
420514,en,63
79744,en,51
74862,it,48
4964352,en,40
243743,en,69
10510627,pt,54
10186978,es,66
6924,en,37
2325,en,112
5466434,en,55
10331,en,60
74411,en,81
5877,en,79
4347,es,155
4076,en,117
11705,en,37
683,en,163
49469512,ja,40
74831,fr,69
110369,en,335
1039,en,125
1548808,en,54
10919522,en,40
1824531,es,36
4917,pt,192
93,en,137
10034,en,147
1705508,es,47
1218822,en,99
7669,en,70
2041,en,85
183727,fr,106
498202,en,220
59658,en,66
383352,en,58
7282,en,88
864120,en,57
4043887,fr,36
9156,en,62
874057,en,41
3494,en,149
7207,en,32
3058301,tr,46
64202,en,50
178796,en,47
6454809,ru,113
652303,en,70
451071,en,36
7274,en,62
77553,en,52
12053,en,78
10531409,en,42
13688,pt,71
2534,en,105
3199,en,98
1124,en,169
9115,en,118
6866545,en,40
392900,en,61
7957,de,153
12096038,en,56
69949,de,65
153396,en,49
14029747,en,138
246897,en,58
9846610,en,76
14800995,en,68
1018266,es,45
352027,en,56
2721,en,42
13499,fr,169
8302,en,133
8675234,es,139
62360,en,169
292170,en,44
1140369,en,39
9049772,it,54
16899,de,69
11639727,pt,73
1395300,en,34
127200,ar,79
5794305,ja,137
12033,en,52
94262,en,74
13128,tr,52
10848422,fr,52
260,en,81
1543,en,111
10306,en,54
15584,fr,76
7989254,en,55
154372,ar,75
4913467,ru,122
5822974,fr,131
11880567,es,49
102483,en,61
1044601,en,60
168840567,es,47
127673,pl,68
86546,en,58
99161532,en,32
10626,en,90
10706189,en,80
52937632,fr,40
73369,en,32
57516,en,41
6157,en,119
358580,es,69
71896,en,87
78903,en,52
4374,en,75
313309,en,39
7022443,en,32
1399266,en,47
9596260,pt,74
10736,en,35
471755,en,43
13453,en,45
149109,en,54
134799,de,55
1363197,en,53
5295722,fr,31
411112,en,76
1466,en,90
7603248,de,46
4661688,hi,60
7299,en,81
9467442,en,35
6652,en,129
7885844,en,45
133780,en,40
5743,en,62
147406,en,48
17266,fr,35
1104730,es,81
14611,en,73
12782,en,70
8044,de,37
5415656,en,70
1419419,en,42
1352,en,63
125532822,de,34
15279,en,54
4901,it,72
57611,en,37
614246,es,66
3065,en,59
8648524,en,68
93870,en,218
8351,en,82
173018,en,36
17135,en,58
4685222,en,62
1270908,ar,110
1371731,en,89
10975,en,53
2459831,en,34
112916302,en,39
12491,es,46
13160,en,31
2907,hi,74
65871,en,33
394840,en,52
4109,en,64
1571875,en,39
76263,en,31
305351,en,37
899,en,51
12765721,es,63
6725,en,36
147964,af,88
510490,en,91
4808909,en,45
129961,en,31
389540,en,35
87789342,en,36
1099652,en,31
10860,en,58
1635714,en,46
147861,en,44
264476,en,48
3261,en,53
390193,en,51
468987,en,42
61555972,en,34
558,en,34
59070642,en,52
4567404,en,55
12633013,en,45
765803,en,44
58727,en,38
390000,en,71
10989836,en,33
1251,en,39
4621979,en,32
60496,ru,72
84918,pt,101
12556,ar,38
1340084,en,44
64509,en,41
412538,en,49
246423,en,44
250962,es,39
7666,en,68
41,en,44
61384072,es,70
335651,en,32
541399,en,53
131969,en,39
7365,en,46
3638,en,33
15818,en,48
184460,ja,47
12943357,en,40
70050122,pt,40
7729,en,44
13217897,en,31
7856702,en,33
76703472,fr,34
77142812,en,31
3590,fr,364
79363,en,158
186408,en,88
1435566,fr,90
9123,en,1546
2585,en,32
7896,it,178
61685,en,446
361660,es,62
40,en,70
1156,en,305
5846,en,156
11193370,fr,40
64893,it,59
3120261,pt,171
864274,en,67
7503,en,483
6461,en,56
377628,en,39
2307,en,191
1177,en,148
694,en,1007
66148,en,71
6661704,es,115
2326,en,190
5977,en,50
5544,en,110
687,en,738
390,fr,218
168743,en,68
11354774,es,117
1356,en,72
73805,hi,3367
2305,en,231
464,de,199
1362735,en,99
393171,en,35
95214,en,163
8564,en,136
15985,en,323
14704,en,130
161219,en,49
4966005,en,84
1454125,en,57
903506,es,121
104055,en,240
436695,de,186
204,en,44
66993,en,64
1067492,en,41
61677,en,550
261577,pl,102
9915,en,343
166631,en,123
54250,fr,127
1364529,ar,44
97123,en,305
5418,en,41
3603231,en,39
292217,en,45
15498,en,71
55354,pt,97
316973,en,102
483,en,308
15827,pt,252
255,en,127
13292047,en,32
10845318,fr,42
149544,en,69
13096,en,192
10502441,en,88
915,en,46
87940,en,45
527,en,95
69519,en,298
13290779,ja,68
6012668,de,34
6076,en,667
8907066,en,91
262,en,374
1562638,en,34
66100,en,149
901,en,155
3192,fr,287
177090,en,32
115232,es,33
295413,tr,174
6123,es,287
9733122,en,41
381,en,653
4009,en,43
1350335,en,47
1001,it,82
7104,en,55
320,en,174
448690,pt,59
5003702,en,34
1130,en,256
162665,fr,140
8664,en,71
3613,en,246
7962,en,44
160193,de,917
3105,en,518
14621667,fr,89
9258,es,38
2173,en,190
10525685,en,66
1014885,fr,227
639,en,131
6706,es,106
3586,en,166
746471,es,131
71480,en,288
292455,en,128
76356,en,79
4510044,fr,60
331334,ru,35
93223,en,57
380362,en,169
7336,en,72
241608,pt,58
5623,en,123
157690,en,87
9093938,en,88
12759119,pt,107
94276,en,136
14781,en,75
1417763,en,37
61683,en,145
2690681,en,56
345142,en,38
71576,en,39
5197197,en,150
16052,en,178
290,en,851
524601,en,38
1486578,en,94
555816,en,94
5828,en,142
95330772,en,53
13997,fr,42
69692,en,82
308867,en,72
4938,es,306
97094,tr,61
14323,es,64
5960768,ja,148
4758163,es,95
11027622,en,41
269,en,182
14015,fr,52
56840,es,42
3439121,en,50
265315,en,116
3692,en,134
7371074,it,72
12373732,en,38
5535442,ru,61
81232,en,168
66421,en,172
57510,en,571
9662,en,144
114699,es,61
59920,en,33
12487872,fr,33
5255,en,106
14549353,en,37
12142,es,153
210960,ar,160
74354,it,32
7101343,en,148
675,en,192
48969071,de,46
3970231,de,112
74551,en,280
8736,en,58
12463562,en,100
8135596,en,76
110,en,183
5,fr,63
180489,de,35
4100,en,38
826043,en,32
56841,it,66
10426,en,99
4138301,de,38
1511107,tr,83
16475,en,49
397239,hr,31
6170,en,211
66086,en,211
5131091,en,119
6153,en,94
11056644,pt,48
2572,en,55
7286,fr,156
173711,id,107
311851,en,67
403162,en,47
1294975,pt,86
7753,en,136
15200715,fr,92
166190,en,76
80834,pt,54
7426,en,53
612,en,134
278679,sv,72
874,ja,100
30,en,43
1251439,en,31
1446551,fr,63
1895,en,63
6703,it,179
9197980,fr,82
263574,en,62
14987847,en,34
7182,en,46
7686524,en,47
4904080,en,152
1572,en,88
5011,en,32
5245164,en,32
14096065,en,55
390318,en,50
58585,es,160
45,es,39
153,en,135
7118321,nl,35
206646,en,41
7275,en,88
1190,en,87
81118,en,50
3167,en,120
3062,en,69
4420,en,138
244398,ar,39
16032,en,71
7569500,fr,43
1149308,en,37
12252750,ru,48
290619,hi,313
240716,nl,71
6067766,en,39
8524,en,101
4613,en,75
5528403,es,44
6047468,en,60
64442,en,59
143969,en,106
4069,en,178
8697790,en,66
123817,en,124
793825,en,92
9082,en,192
115428,en,97
14314,en,135
2037,en,63
372856,en,40
3308,en,73
133053,en,65
9973848,ja,64
2830,en,136
953,en,76
185953,en,33
75680,it,57
259994,en,35
3714,en,42
1256498,es,47
15116,en,33
274241,en,44
10563,it,90
75588,en,40
358274,es,32
97385,en,43
486308,en,46
67644,pt,74
1465570,en,54
266694,en,58
9505,en,74
