contact_id,product_id,dz_artist_id,dz_name,mbz_artist_id
4847604,10884062,5542343,Ninho,41fe37a6-f4bb-4340-9c14-e2c8e5d854f1
522394,1984664,390,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62
856411,36252215,4050205,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
522177,10655529,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
60087,14547155,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
5686598,9176410,4986771,OBOY,66ffca84-c76f-416b-9371-89ccb7bb9da6
860349,1676530,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
860349,7263676,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
522394,1608474,390,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62
4807932,13923458,1042268,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6
4847604,4555240,5542343,Ninho,41fe37a6-f4bb-4340-9c14-e2c8e5d854f1
555560,41112851,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
572836,4534218,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
555560,46954635,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
900257,16929009,1412564,Nekfeu,d721866d-5640-44ee-87f7-23dd062abd8a
3690398,14874673,4842061,Naps,ce155ad5-afc8-4398-bf38-c99f02cd0814
555560,45585233,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
3864820,4044177,9930130,Djadja & Dinaz,a4ab6bb1-2b7e-4d5f-bad6-dcd6b6daa5d6
572836,1210476,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
627188,782919,13011,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936
856411,55885706,4050205,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
555560,8265885,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
1180989,44360801,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
2265158,53788508,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
567274,895841,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
5096340,20926815,1479842,PLK,55304866-1b79-4365-a6b1-961c95e9fc57
5096340,6615243,1479842,PLK,55304866-1b79-4365-a6b1-961c95e9fc57
860349,17281005,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
522394,41571969,390,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62
57633,3081456,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
4847604,335642,5542343,Ninho,41fe37a6-f4bb-4340-9c14-e2c8e5d854f1
1188385,2365248,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
4289606,37303960,9197980,Damso,71ff695e-896a-4043-aea4-93eadde08d09
60087,89544145,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
57633,2665292,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
4814922,39870257,14621667,Koba LaD,52315221-8b06-4fb1-bfd3-16057aa4f9e1
627188,14365338,13011,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936
4816066,9131528,7365500,Josman,d6f204c1-ea79-4ad0-bac3-862faad14130
60087,2129925,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
859596,938761,4087782,Lacrim,10df38da-1292-4881-bd96-c6dfead3934b
5468234,5339897,455796,Leto,635e50a0-3c8f-4675-a0e6-9e3555cc4e0a
627192,5375906,259729,Alonzo,9ff87295-bdfc-46fc-b605-456cc39d84ca
572836,3575414,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
900257,21269689,1412564,Nekfeu,d721866d-5640-44ee-87f7-23dd062abd8a
57633,3243666,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
2265158,11195666,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
3964938,5303292,74463,Timal,b0dfa8b9-cd40-43eb-9472-c02cb1db3297
5250517,24922114,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
900257,800837,1412564,Nekfeu,d721866d-5640-44ee-87f7-23dd062abd8a
1136202,24715080,292949,Dinos,ee782f62-1bdb-4a0b-8fc4-3bf2a8c1f979
2265158,13508816,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
5263675,1221868,162665,SCH,070a4a70-705b-41ba-a30a-cac559c781f8
5278902,10318894,4448630,Maes,74def643-c770-470d-a0b5-21c0fa60069e
57633,4218704,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
3964938,2540578,74463,Timal,b0dfa8b9-cd40-43eb-9472-c02cb1db3297
1136202,5075684,292949,Dinos,ee782f62-1bdb-4a0b-8fc4-3bf2a8c1f979
522177,47169288,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
5263805,1142239,4429712,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011
567274,558735,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
856411,16278294,4050205,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
4816066,28297626,7365500,Josman,d6f204c1-ea79-4ad0-bac3-862faad14130
4289648,21540278,4510044,Laylow,b04c952c-16c4-41ad-bd62-ace5047cdf6e
555560,39829215,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
57633,56282234,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
520084,566005,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
3690398,23768324,4842061,Naps,ce155ad5-afc8-4398-bf38-c99f02cd0814
627192,54601876,259729,Alonzo,9ff87295-bdfc-46fc-b605-456cc39d84ca
2265158,14105012,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
1136202,21632908,292949,Dinos,ee782f62-1bdb-4a0b-8fc4-3bf2a8c1f979
5263675,36798428,162665,SCH,070a4a70-705b-41ba-a30a-cac559c781f8
1936284,32137193,1519461,PNL,da04991d-8e8a-43be-9892-1e6342a77410
522177,16250631,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
2265158,16240397,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
